date,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualCapitalStock,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualBasicAverageShares,trailingNetIncome,annualGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetPPE,annualGrossProfit,quarterlyPretaxIncome,annualOtherIntangibleAssets,quarterlyTaxProvision,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualEbitda,annualNetPPE,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,trailingTotalRevenue,trailingPurchaseOfInvestment,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,trailingRepaymentOfDebt,trailingInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,annualAccountsPayable,quarterlyBasicEPS,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,trailingResearchAndDevelopment,annualCurrentAssets,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualInterestExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,annualResearchAndDevelopment,quarterlyDilutedEPS,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyGoodwill,quarterlyOperatingExpense,trailingCommonStockIssuance,annualNetIncome,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCostOfRevenue,annualLongTermDebt,annualBeginningCashPosition,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,trailingChangeInInventory,annualInventory,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingChangeInAccountPayable
1970-01-01 00:00:01.490918400,,,,-135000000.0,,,-418000000.0,2210000000.0,278000000.0,-19000000.0,,,,,,,,,0.0,,1035000000.0,1035000000.0,,582000000.0,282000000.0,4540000000.0,,1958000000.0,,163000000.0,,,0.0,,,1102000000.0,,,,0.0,1496000000.0,,558000000.0,,-477000000.0,,11000000.0,4775000000.0,,,,,,447000000.0,,86000000.0,,16315000000.0,,,,,,,,,,,2770000000.0,,,24808000000.0,1035000000.0,,,,163000000.0,,,165000000.0,,,,-2750000000.0,2000000.0,,0.96,1816000000.0,,,1083000000.0,,6754000000.0,1979000000.0,,546000000.0,-214000000.0,2217000000.0,296000000.0,-565000000.0,,,1979000000.0,,,,1702000000.0,13213000000.0,,,,,,,,,,,,,122000000.0,4433000000.0,,,,-115000000.0,,,,,-410000000.0,709000000.0,,,15994000000.0,,,,101000000.0,101000000.0,,,,0.94,11595000000.0,,8780000000.0,1693000000.0,592000000.0,515000000.0,,,,8493000000.0,0.0,,4648000000.0,1156000000.0,,,6756000000.0,112000000.0,,,807000000.0,,66000000.0,,,,,,,,,,1147000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,-182000000.0,,,1932000000.0,2215000000.0,313000000.0,-96000000.0,,,,,,,,,0.0,,27000000.0,27000000.0,,699000000.0,286000000.0,4754000000.0,,2098000000.0,,657000000.0,,,0.0,,,1091000000.0,,,,,1538000000.0,,460000000.0,,433000000.0,,51000000.0,6381000000.0,,,,,,517000000.0,,92000000.0,,16577000000.0,,,,,,,,,,,3045000000.0,,,27483000000.0,27000000.0,,,,168000000.0,,,437000000.0,,,,-4853000000.0,2000000.0,,0.03,1979000000.0,,,1076000000.0,,9017000000.0,2636000000.0,,478000000.0,-138000000.0,2328000000.0,284000000.0,442000000.0,,,2636000000.0,,,,1767000000.0,16009000000.0,,,,,,,,,,,,,102000000.0,4596000000.0,,,,-2011000000.0,,,,,-507000000.0,646000000.0,,,16021000000.0,,,,137000000.0,137000000.0,,,,0.02,11474000000.0,,11413000000.0,1870000000.0,619000000.0,561000000.0,,,,10906000000.0,-21000000.0,,4665000000.0,1289000000.0,,,9251000000.0,125000000.0,,,904000000.0,,64000000.0,,,,,,,,,,1270000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,-157000000.0,,,-2402000000.0,749000000.0,316000000.0,-57000000.0,,,,,,,,,0.0,,523000000.0,523000000.0,,877000000.0,276000000.0,6302000000.0,,2157000000.0,,-876000000.0,,,0.0,,,1078000000.0,,,,-514000000.0,1546000000.0,,697000000.0,,174000000.0,,12000000.0,4270000000.0,,,,,,720000000.0,,78000000.0,,18085000000.0,,,,,,,,,,,4963000000.0,,,25943000000.0,523000000.0,,,,173000000.0,,,538000000.0,,,,-3673000000.0,2000000.0,,0.49,2636000000.0,,,1062000000.0,,6030000000.0,1760000000.0,,578000000.0,77000000.0,2409000000.0,260000000.0,85000000.0,,,1760000000.0,,,,1853000000.0,14660000000.0,,,,,,,,,,,,,100000000.0,3190000000.0,,,,616000000.0,,,,,-907000000.0,751000000.0,,,16544000000.0,,,,118000000.0,118000000.0,,,,0.48,11283000000.0,,11470000000.0,1964000000.0,626000000.0,556000000.0,,,,7858000000.0,-3000000.0,,4669000000.0,1275000000.0,,,9249000000.0,117000000.0,,,881000000.0,,64000000.0,,,,,,-1450000000.0,,,,1202000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,-548000000.0,,,-192000000.0,,8063000000.0,-896000000.0,781000000.0,317000000.0,-18000000.0,-0.95,,,676000000.0,177000000.0,14520000000.0,3425000000.0,,0.0,483000000.0,-2601000000.0,-2597000000.0,-1296000000.0,988000000.0,273000000.0,6331000000.0,-4410000000.0,3425000000.0,695000000.0,360000000.0,-14599000000.0,,800000000.0,2000000.0,,1035000000.0,1064000000.0,,4773000000.0,-34000000.0,1597000000.0,7345000000.0,561000000.0,69000000.0,3158000000.0,3539000000.0,46000000.0,3743000000.0,3244000000.0,1597000000.0,3146000000.0,,1720000000.0,796000000.0,,69000000.0,304000000.0,18238000000.0,5863000000.0,,800000000.0,-3000000.0,717000000.0,-1452000000.0,,,,2120000000.0,3742000000.0,-1784000000.0,1064000000.0,25981000000.0,-2601000000.0,,2276000000.0,,172000000.0,,2265000000.0,717000000.0,6007000000.0,,,-3323000000.0,2000000.0,330000000.0,-2.51,1760000000.0,126000000.0,,1035000000.0,,5863000000.0,2120000000.0,,663000000.0,1391000000.0,2613000000.0,330000000.0,1767000000.0,6331000000.0,5080000000.0,2120000000.0,,236000000.0,,2023000000.0,17918000000.0,-666000000.0,,,117000000.0,2120000000.0,-1012000000.0,,7743000000.0,,-195000000.0,9567000000.0,,177000000.0,3539000000.0,6007000000.0,292000000.0,,214000000.0,3743000000.0,-190000000.0,-4410000000.0,,-922000000.0,1138000000.0,1729000000.0,-1016000000.0,13943000000.0,-2746000000.0,19000000.0,14379000000.0,127000000.0,127000000.0,273000000.0,1116000000.0,1224000000.0,-2.51,8063000000.0,17918000000.0,14379000000.0,236000000.0,695000000.0,590000000.0,120000000.0,13943000000.0,2480000000.0,7743000000.0,21000000.0,,4773000000.0,1360000000.0,,-1016000000.0,9234000000.0,117000000.0,,-0.95,954000000.0,523000000.0,1720000000.0,,2222000000.0,9234000000.0,1816000000.0,781000000.0,-2000000.0,3288000000.0,25981000000.0,3546000000.0,523000000.0,,18238000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,-158000000.0,,,-1825000000.0,20000000.0,334000000.0,-75000000.0,,,,,,,,,,,407000000.0,407000000.0,,495000000.0,291000000.0,5919000000.0,,3314000000.0,,406000000.0,,,,,,1029000000.0,,,,,1548000000.0,,547000000.0,,140000000.0,,9000000.0,2279000000.0,,,,,,337000000.0,,53000000.0,,17792000000.0,,,,,,,,,,,6650000000.0,,,24555000000.0,407000000.0,,,,179000000.0,,,800000000.0,,,,-4794000000.0,2000000.0,,0.4,2140000000.0,,,1010000000.0,,4806000000.0,2527000000.0,,579000000.0,-254000000.0,2580000000.0,252000000.0,-29000000.0,,,2546000000.0,,,,2021000000.0,16959000000.0,,,,,,,,,,,,,236000000.0,2568000000.0,,,,1698000000.0,,,,,-1009000000.0,758000000.0,,,14335000000.0,,,,120000000.0,,,,,0.4,7596000000.0,,14391000000.0,1918000000.0,683000000.0,559000000.0,,,,6763000000.0,,,4815000000.0,1442000000.0,,,9208000000.0,142000000.0,,,1026000000.0,,1869000000.0,,,,,,-750000000.0,,,,1274000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,-184000000.0,,,-1042000000.0,3000000.0,352000000.0,-109000000.0,,,,,,,,,,,642000000.0,638000000.0,,372000000.0,436000000.0,5418000000.0,,3290000000.0,,-910000000.0,,,,,,1004000000.0,,,,-302000000.0,1576000000.0,,707000000.0,,69000000.0,,58000000.0,2388000000.0,,,,,,188000000.0,,123000000.0,,17804000000.0,,,,,,,,,,,5905000000.0,,,23988000000.0,642000000.0,,,,170000000.0,,,581000000.0,,,,-5571000000.0,2000000.0,,0.64,2546000000.0,,,992000000.0,,4007000000.0,1619000000.0,,406000000.0,-299000000.0,2640000000.0,253000000.0,12000000.0,,,1636000000.0,,,,2043000000.0,16842000000.0,,,,,,,,,,,,,84000000.0,2608000000.0,,,,-151000000.0,,,,,-991000000.0,576000000.0,,,14977000000.0,,,,151000000.0,,,,,0.64,7146000000.0,,14234000000.0,2117000000.0,745000000.0,597000000.0,,,,6184000000.0,1000000.0,,5199000000.0,1637000000.0,,,9201000000.0,151000000.0,,,1206000000.0,,1743000000.0,,,,,,0.0,,,,1432000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,-179000000.0,,,-1020000000.0,1546000000.0,307000000.0,-32000000.0,,,,,,,,,,,721000000.0,720000000.0,,558000000.0,565000000.0,4276000000.0,,3316000000.0,,465000000.0,,,,,,983000000.0,,,,0.0,1580000000.0,,948000000.0,,228000000.0,,3000000.0,2752000000.0,,,,,,379000000.0,,106000000.0,,16689000000.0,,,,,,,,,,,5876000000.0,,,23652000000.0,721000000.0,,,,175000000.0,,,550000000.0,,,,-5812000000.0,2000000.0,,0.74,1636000000.0,,,974000000.0,,4838000000.0,2086000000.0,,556000000.0,-185000000.0,2649000000.0,225000000.0,98000000.0,,,2101000000.0,,,,2041000000.0,16723000000.0,,,,,,,,,,,,,83000000.0,4006000000.0,,,,926000000.0,,,,,-991000000.0,731000000.0,,,15699000000.0,,,,125000000.0,,,,,0.73,6929000000.0,,12717000000.0,1989000000.0,761000000.0,608000000.0,,,,6963000000.0,12000000.0,,5170000000.0,1485000000.0,,,7661000000.0,163000000.0,,,1100000000.0,,1740000000.0,,,,,,0.0,,,,1364000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,-302000000.0,19000000.0,,-130000000.0,,6281000000.0,-1511000000.0,1546000000.0,292000000.0,-39000000.0,2.55,,,696000000.0,117000000.0,30901000000.0,2925000000.0,,,538000000.0,760000000.0,763000000.0,2894000000.0,1233000000.0,274000000.0,3778000000.0,-4747000000.0,2925000000.0,712000000.0,118000000.0,-28115000000.0,,,2000000.0,,950000000.0,980000000.0,,5160000000.0,0.0,1597000000.0,8364000000.0,516000000.0,92000000.0,-247000000.0,4454000000.0,39000000.0,2713000000.0,3740000000.0,1597000000.0,2658000000.0,,1474000000.0,1103000000.0,,92000000.0,79000000.0,15693000000.0,4915000000.0,,,32000000.0,498000000.0,-750000000.0,,,,2219000000.0,12470000000.0,-5398000000.0,991000000.0,22819000000.0,760000000.0,,2718000000.0,,172000000.0,,2222000000.0,498000000.0,6344000000.0,,,-11938000000.0,2000000.0,286000000.0,0.81,2101000000.0,646000000.0,,945000000.0,,4915000000.0,2202000000.0,,681000000.0,161000000.0,2877000000.0,286000000.0,-234000000.0,3778000000.0,6142000000.0,2219000000.0,,1015000000.0,,2259000000.0,16538000000.0,-651000000.0,,,170000000.0,2202000000.0,2528000000.0,,7126000000.0,,-98000000.0,10746000000.0,,117000000.0,4454000000.0,6344000000.0,326000000.0,,421000000.0,2713000000.0,-255000000.0,-4747000000.0,,-1511000000.0,1675000000.0,-153000000.0,2530000000.0,16459000000.0,-4502000000.0,-47000000.0,12084000000.0,142000000.0,,274000000.0,-577000000.0,1285000000.0,0.8,6281000000.0,16538000000.0,12084000000.0,1015000000.0,712000000.0,618000000.0,109000000.0,16459000000.0,2007000000.0,7126000000.0,19000000.0,,5160000000.0,1578000000.0,,2530000000.0,7685000000.0,170000000.0,,2.58,1190000000.0,829000000.0,1474000000.0,,2382000000.0,7685000000.0,2140000000.0,1546000000.0,0.0,190000000.0,22819000000.0,4522000000.0,829000000.0,,15693000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,,,,-182000000.0,,,-1605000000.0,1550000000.0,297000000.0,-54000000.0,,,,,,,,,,,518000000.0,521000000.0,,550000000.0,391000000.0,2969000000.0,,2893000000.0,,-507000000.0,,,,,,908000000.0,,,,-93000000.0,2278000000.0,,673000000.0,,152000000.0,,5000000.0,2746000000.0,,,,,,368000000.0,,108000000.0,,15664000000.0,,,,,,,,,,,12747000000.0,,,22329000000.0,518000000.0,,,,169000000.0,,,464000000.0,,,,-11926000000.0,2000000.0,,0.58,2219000000.0,,,900000000.0,,4441000000.0,1695000000.0,,609000000.0,-257000000.0,2643000000.0,251000000.0,36000000.0,,,1712000000.0,,,,2042000000.0,17126000000.0,,,,,,,,,,,,,107000000.0,4500000000.0,2278000000.0,,-125000000.0,558000000.0,,,,,-1431000000.0,778000000.0,,,16847000000.0,,,,121000000.0,,,,,0.57,5203000000.0,,12626000000.0,2418000000.0,716000000.0,601000000.0,,,,6665000000.0,12000000.0,,5208000000.0,1433000000.0,,,7700000000.0,174000000.0,,,1051000000.0,,1486000000.0,,,,,,0.0,,,,1508000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,-137000000.0,,,-1653000000.0,2063000000.0,322000000.0,-65000000.0,,,,,,,,,,,402000000.0,403000000.0,,744000000.0,399000000.0,1936000000.0,,2684000000.0,,-191000000.0,,,,,,867000000.0,,,,0.0,2243000000.0,,510000000.0,,107000000.0,,50000000.0,2969000000.0,,,,,,607000000.0,,94000000.0,,14325000000.0,,,,,,,,,,,13080000000.0,,,21169000000.0,402000000.0,,,,175000000.0,,,464000000.0,,,,-12252000000.0,2000000.0,,0.47,1712000000.0,,,860000000.0,,4477000000.0,1508000000.0,,561000000.0,-87000000.0,2687000000.0,303000000.0,35000000.0,,,1521000000.0,,,,2057000000.0,17063000000.0,,,,,,,,,,,,,150000000.0,5209000000.0,2243000000.0,,-120000000.0,728000000.0,,,,,-1518000000.0,736000000.0,,,17125000000.0,,,,139000000.0,,,,,0.46,4106000000.0,,11854000000.0,2515000000.0,797000000.0,630000000.0,,,,6844000000.0,37000000.0,,5185000000.0,1496000000.0,,,7243000000.0,178000000.0,,,1091000000.0,,1408000000.0,,,,,,0.0,,,,1570000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,,,-96000000.0,,,-2725000000.0,518000000.0,313000000.0,-42000000.0,,,,,,,,,,,310000000.0,310000000.0,,1009000000.0,359000000.0,1446000000.0,,2620000000.0,,-612000000.0,,,,,,837000000.0,,,,-160000000.0,2150000000.0,,390000000.0,,80000000.0,,4000000.0,2189000000.0,,,,,,913000000.0,,79000000.0,,13505000000.0,,,,,,,,,,,14656000000.0,,,18714000000.0,310000000.0,,,,170000000.0,,,361000000.0,,,,-13223000000.0,2000000.0,,0.37,1521000000.0,,,830000000.0,,3086000000.0,897000000.0,,532000000.0,224000000.0,2649000000.0,296000000.0,12000000.0,,,909000000.0,,,,2022000000.0,15444000000.0,,,,,,,,,,,,,195000000.0,3685000000.0,2150000000.0,,-115000000.0,1143000000.0,,,,,-1022000000.0,702000000.0,,,17315000000.0,,,,116000000.0,,,,,0.37,3270000000.0,,11759000000.0,2507000000.0,714000000.0,627000000.0,,,,5209000000.0,-34000000.0,,5097000000.0,1490000000.0,,,7235000000.0,169000000.0,,,1089000000.0,,1407000000.0,,,,,,-1550000000.0,,,,1409000000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.577750400,,,,-139000000.0,,2870000000.0,-1108000000.0,1022000000.0,308000000.0,-40000000.0,,,,,212000000.0,,2646000000.0,,,,556000000.0,558000000.0,,811000000.0,417000000.0,1316000000.0,,2646000000.0,700000000.0,87000000.0,,,,,,812000000.0,,,5153000000.0,,2138000000.0,,634000000.0,67000000.0,76000000.0,4066000000.0,47000000.0,1850000000.0,,2138000000.0,,,1362000000.0,672000000.0,,67000000.0,,13468000000.0,2825000000.0,,,,,,,,,,10065000000.0,,,18174000000.0,556000000.0,,,,167000000.0,,,,2138000000.0,,,-9576000000.0,,270000000.0,0.69,909000000.0,,,807000000.0,,2825000000.0,975000000.0,,619000000.0,-80000000.0,2821000000.0,270000000.0,34000000.0,1316000000.0,,996000000.0,,2404000000.0,,2171000000.0,15304000000.0,,,,158000000.0,975000000.0,,,4706000000.0,,,,,212000000.0,4066000000.0,2138000000.0,,-113000000.0,358000000.0,1850000000.0,,,,-1002000000.0,786000000.0,,,,,,11238000000.0,129000000.0,,417000000.0,,,0.69,2870000000.0,15304000000.0,11238000000.0,2404000000.0,700000000.0,650000000.0,,,,4706000000.0,8000000.0,,5153000000.0,1552000000.0,,,6738000000.0,158000000.0,,,1152000000.0,1181000000.0,1362000000.0,,,6738000000.0,,1022000000.0,,,18174000000.0,,1181000000.0,,13468000000.0,,,,,,,,,,,,,,,,,,
