,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,trailingBeginningCashPosition,quarterlyBasicAverageShares,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,annualOtherNonCurrentLiabilities,annualGrossPPE,annualInterestExpense,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualRepaymentOfDebt,trailingGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualInventory,trailingTaxProvision,quarterlyTaxProvision,annualCurrentDebt,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualCapitalStock,trailingDepreciationAndAmortization,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualAccumulatedDepreciation,annualGrossProfit,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyTotalRevenue,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalAssets,annualTotalAssets,annualDilutedEPS,trailingPretaxIncome,trailingNetIncome,annualNetIncome,annualGoodwill,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingPurchaseOfInvestment,quarterlyLongTermDebt,annualLongTermDebt,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualOperatingIncome,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingSaleOfInvestment,annualTaxProvision,annualDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,annualAccountsPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherIntangibleAssets,annualOtherShortTermInvestments,trailingEndCashPosition,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfBusiness,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,trailingBasicEPS
1033344000,199000000.0,,,1278246000.0,,,,,,,,,,-150000000.0,,,,179000000.0,998000000.0,893000000.0,,,-12000000.0,1940000000.0,,,,-46000000.0,,215000000.0,731000000.0,,,6376000000.0,,,,,,,-62000000.0,,,69000000.0,,13209000000.0,-122000000.0,-5322000000.0,,,,,,,,-777000000.0,,0.1,,4682000000.0,-158000000.0,,,,196000000.0,52000000.0,,,,,,182000000.0,-312000000.0,-118000000.0,,18531000000.0,2748000000.0,,,2055000000.0,1910000000.0,,,,-942000000.0,21025000000.0,,,,,,,,19115000000.0,,6434000000.0,,,,422000000.0,,,,-131000000.0,,1817000000.0,,955000000.0,1057000000.0,,,165000000.0,,,11901000000.0,,,1281798000.0,,4667000000.0,881000000.0,,,127000000.0,,127000000.0,,,,,127000000.0,,-195000000.0,,422000000.0,,3650000000.0,212000000.0,,28000000.0,,,422000000.0,,422000000.0,,,108000000.0,,804000000.0,,-22000000.0,,,,,,,0.1,1239000000.0,,,-14000000.0,,,,14649000000.0,,-130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,418000000.0,-10000000.0,,,30000000.0,,137000000.0,,1789000000.0,,2170000000.0,18560000000.0,445000000.0,163000000.0,,424000000.0,172000000.0,173000000.0,1080000000.0,802000000.0,,3498000000.0,-17000000.0,1880000000.0,19162000000.0,-1159000000.0,,-318000000.0,,215000000.0,422000000.0,41000000.0,,6241000000.0,,-1080000000.0,,517000000.0,,-362000000.0,13000000.0,180000000.0,,74000000.0,534000000.0,13286000000.0,-46000000.0,-5274000000.0,418000000.0,4091000000.0,8152000000.0,,,215000000.0,,-628000000.0,-5000000.0,,3567000000.0,4797000000.0,146000000.0,47000000.0,-5274000000.0,4061000000.0,211000000.0,70000000.0,,-53000000.0,7626000000.0,,467000000.0,434000000.0,-337000000.0,-276000000.0,,18560000000.0,2454000000.0,,,2060000000.0,1789000000.0,14710000000.0,,,-800000000.0,20951000000.0,20951000000.0,0.331667,,,424000000.0,,4797000000.0,19162000000.0,,6519000000.0,6519000000.0,799000000.0,,517000000.0,,,1276374000.0,7000000.0,,2170000000.0,-86000000.0,799000000.0,980000000.0,723000000.0,,172000000.0,350000000.0,,12256000000.0,0.333333,-3565000000.0,,,4653000000.0,870000000.0,,6241000000.0,137000000.0,,137000000.0,-775000000.0,,256000000.0,649000000.0,137000000.0,,-151000000.0,264000000.0,264000000.0,,3567000000.0,180000000.0,,0.0,,,264000000.0,1127000000.0,264000000.0,-83000000.0,802000000.0,107000000.0,12256000000.0,534000000.0,2454000000.0,-21000000.0,,,,,,4653000000.0,,1223000000.0,,-318000000.0,-7000000.0,1223000000.0,-2916000000.0,13286000000.0,14710000000.0,0.0,97000000.0,-45000000.0,264000000.0,1281072000.0,264000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,164000000.0,,,1283196000.0,,,,,,,,,,-73000000.0,,,,,927000000.0,839000000.0,,,51000000.0,1985000000.0,,,,-317000000.0,,216000000.0,127000000.0,,,6323000000.0,,,,,,,-32000000.0,,,22000000.0,,13351000000.0,-95000000.0,-5285000000.0,,,,,,,,-898000000.0,,0.076667,,4875000000.0,-198000000.0,,,,64000000.0,18000000.0,,,,,,44000000.0,-150000000.0,-43000000.0,,18636000000.0,2242000000.0,,,2016000000.0,1622000000.0,,,,-1058000000.0,20959000000.0,,,,,,,,19337000000.0,,6527000000.0,,,,395000000.0,,,,32000000.0,,2237000000.0,,847000000.0,1089000000.0,,,160000000.0,,,12394000000.0,,,1284984000.0,,4655000000.0,885000000.0,,,99000000.0,,42000000.0,,,,,99000000.0,,31000000.0,,294000000.0,,3630000000.0,187000000.0,,-10000000.0,,,294000000.0,,294000000.0,,,103000000.0,,517000000.0,,-21000000.0,-1000000.0,,,,,,0.076667,1331000000.0,,,-6000000.0,,,,14636000000.0,,-106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,185000000.0,,,1283094000.0,,,,,,,,,,-372000000.0,,,,,992000000.0,768000000.0,,,-66000000.0,1787000000.0,,,,-314000000.0,,215000000.0,294000000.0,,,6436000000.0,,,,,,,-182000000.0,,,72000000.0,,13504000000.0,-123000000.0,-5388000000.0,,,,,,,,-633000000.0,,0.098333,,4981000000.0,-442000000.0,,,,199000000.0,80000000.0,,,,,,-79000000.0,-543000000.0,410000000.0,,18892000000.0,2920000000.0,,,1942000000.0,2032000000.0,,,,-795000000.0,21539000000.0,,,,,,,,19507000000.0,,6204000000.0,,,,358000000.0,,,,15000000.0,,2264000000.0,,1219000000.0,950000000.0,,,162000000.0,,,12183000000.0,,,1285782000.0,,4658000000.0,807000000.0,,,127000000.0,,127000000.0,,,,,127000000.0,,-316000000.0,,311000000.0,,3715000000.0,178000000.0,,19000000.0,,,311000000.0,,311000000.0,,,105000000.0,,1290000000.0,,-22000000.0,,,,,,,0.098333,1345000000.0,,,-10000000.0,,,,15103000000.0,,-622000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,92000000.0,,,1283730000.0,,,,,,,,,,17000000.0,,,,,494000000.0,800000000.0,,,33000000.0,2444000000.0,,,,-316000000.0,,214000000.0,311000000.0,,,6312000000.0,,,,,,,188000000.0,,,-77000000.0,,13614000000.0,-74000000.0,-5436000000.0,,,,,,,,-1790000000.0,,-0.08,,4858000000.0,117000000.0,,,,-180000000.0,-76000000.0,,,,,,439000000.0,-278000000.0,269000000.0,,19050000000.0,3024000000.0,,,1882000000.0,2380000000.0,,,,-1950000000.0,21927000000.0,,,,,,,,19547000000.0,,6480000000.0,,,,401000000.0,351000000.0,,,211000000.0,,2481000000.0,,1250000000.0,1388000000.0,,,160000000.0,,,12591000000.0,,,1283730000.0,,4661000000.0,1362000000.0,,,-103000000.0,,-103000000.0,,,,,-103000000.0,,-497000000.0,,736000000.0,,3630000000.0,168000000.0,,21000000.0,,,736000000.0,,385000000.0,,,103000000.0,,1304000000.0,,-22000000.0,,,,,,,-0.08,1272000000.0,,,-10000000.0,,,,15615000000.0,,161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,66000000.0,169000000.0,,,-361000000.0,,127000000.0,,1903000000.0,,2459000000.0,19267000000.0,418000000.0,67000000.0,,246000000.0,119000000.0,,2086000000.0,827000000.0,,993000000.0,31000000.0,1098000000.0,19857000000.0,-500000000.0,,-298000000.0,,215000000.0,736000000.0,35000000.0,,6453000000.0,,-1273000000.0,,435000000.0,,172000000.0,210000000.0,170000000.0,,59000000.0,428000000.0,13730000000.0,-208000000.0,-5537000000.0,66000000.0,3467000000.0,7793000000.0,,,215000000.0,,1149000000.0,-20000000.0,,3752000000.0,4957000000.0,122000000.0,-469000000.0,-5537000000.0,4326000000.0,182000000.0,97000000.0,,-401000000.0,7487000000.0,,189000000.0,400000000.0,-302000000.0,-464000000.0,,19267000000.0,2210000000.0,,,1953000000.0,1903000000.0,15307000000.0,,,988000000.0,21760000000.0,21760000000.0,0.19,,,246000000.0,,4957000000.0,19857000000.0,,6886000000.0,6886000000.0,1163000000.0,,435000000.0,,,1283784000.0,-89000000.0,,2459000000.0,-86000000.0,1163000000.0,-133000000.0,265000000.0,,161000000.0,68000000.0,,13097000000.0,0.19,-3161000000.0,,,4678000000.0,-2234000000.0,,6453000000.0,123000000.0,,123000000.0,-807000000.0,,76000000.0,643000000.0,123000000.0,,-25000000.0,368000000.0,368000000.0,,3752000000.0,170000000.0,,5000000.0,,,368000000.0,804000000.0,368000000.0,49000000.0,827000000.0,107000000.0,13097000000.0,428000000.0,2210000000.0,-21000000.0,,,,,,4678000000.0,,1449000000.0,,-298000000.0,6000000.0,1449000000.0,-2518000000.0,13730000000.0,15307000000.0,,98000000.0,184000000.0,368000000.0,1286376000.0,368000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,108000000.0,,,1288020000.0,,,,,,,,,,4000000.0,,,,,949000000.0,864000000.0,,,27000000.0,1878000000.0,,,,-284000000.0,,215000000.0,296000000.0,,,6484000000.0,,,,,,,-25000000.0,,,13000000.0,,13846000000.0,-32000000.0,-5700000000.0,,,,,-59000000.0,,,-762000000.0,,0.023333,,4966000000.0,-69000000.0,,,,43000000.0,16000000.0,,,,,,204000000.0,-264000000.0,151000000.0,,19546000000.0,2366000000.0,,,1963000000.0,2032000000.0,,,,-929000000.0,22073000000.0,,,,,,,,20041000000.0,,6970000000.0,,,,437000000.0,,,,-66000000.0,,2473000000.0,,1170000000.0,1014000000.0,,,167000000.0,,,13223000000.0,,,1290912000.0,,4683000000.0,834000000.0,,,30000000.0,,30000000.0,,,,,30000000.0,,-421000000.0,,447000000.0,,3780000000.0,179000000.0,,-69000000.0,,,447000000.0,,447000000.0,,,108000000.0,,579000000.0,,-21000000.0,-132000000.0,,,,,,0.023333,1512000000.0,,,2000000.0,,,,15589000000.0,,-60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,129000000.0,,,1288404000.0,,,,,,,,,,-51000000.0,,,,,930000000.0,863000000.0,,,4000000.0,1951000000.0,,,,-203000000.0,,216000000.0,447000000.0,,,6669000000.0,,,,,,,25000000.0,,,65000000.0,,13894000000.0,-347000000.0,-5825000000.0,,,,,-15000000.0,,,-856000000.0,,0.091667,,5065000000.0,10000000.0,,,,184000000.0,51000000.0,,,,,,315000000.0,-220000000.0,194000000.0,,19719000000.0,2593000000.0,,,2033000000.0,2374000000.0,,,,-1021000000.0,22452000000.0,,,,,,,,20078000000.0,,6901000000.0,,,,395000000.0,,,,334000000.0,,2408000000.0,,1215000000.0,1103000000.0,,,165000000.0,,,13190000000.0,,,1290894000.0,,4691000000.0,910000000.0,,,119000000.0,,119000000.0,,,,,119000000.0,,-175000000.0,,728000000.0,,3881000000.0,174000000.0,,-13000000.0,,,728000000.0,,728000000.0,,,109000000.0,,814000000.0,,-22000000.0,20000000.0,,,,,,0.091667,1493000000.0,,,1000000.0,,,,15783000000.0,,95000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,222000000.0,,,1288926000.0,,,,,,,,,,49000000.0,,,,,1069000000.0,862000000.0,,,-32000000.0,1776000000.0,,,,-143000000.0,,215000000.0,728000000.0,,,6836000000.0,,,,,,,31000000.0,,,60000000.0,,19979000000.0,-6000000.0,-5882000000.0,,,,,-3000000.0,,,-528000000.0,,0.095,,5167000000.0,76000000.0,,,,183000000.0,48000000.0,,,,,,346000000.0,-305000000.0,-263000000.0,,25861000000.0,2017000000.0,,,1980000000.0,2315000000.0,,,,-707000000.0,24365000000.0,,,,,,,,22050000000.0,,7096000000.0,,,,335000000.0,,,,-373000000.0,,2365000000.0,,1171000000.0,911000000.0,,,179000000.0,,,15512000000.0,,,1291512000.0,,567000000.0,751000000.0,,,123000000.0,,123000000.0,,,,,123000000.0,,-456000000.0,,629000000.0,,6051000000.0,167000000.0,,22000000.0,,,629000000.0,,629000000.0,,,106000000.0,,284000000.0,,-21000000.0,-237000000.0,,,,,,0.095,1504000000.0,,,15000000.0,,,,17529000000.0,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,800000000.0,226000000.0,,,-3000000.0,,296000000.0,,2987000000.0,,2240000000.0,25852000000.0,435000000.0,-5000000.0,,339000000.0,240000000.0,,606000000.0,879000000.0,,3588000000.0,-1000000.0,2359000000.0,21594000000.0,-434000000.0,,-220000000.0,,216000000.0,629000000.0,887000000.0,,6811000000.0,,-1085000000.0,,813000000.0,,20000000.0,-49000000.0,165000000.0,,81000000.0,1084000000.0,19945000000.0,-49000000.0,-5907000000.0,800000000.0,4276000000.0,8020000000.0,,0.0,216000000.0,,-1534000000.0,40000000.0,,5979000000.0,5210000000.0,156000000.0,361000000.0,-5907000000.0,3744000000.0,227000000.0,125000000.0,,173000000.0,7774000000.0,,418000000.0,581000000.0,-296000000.0,-62000000.0,,25852000000.0,3317000000.0,,,2044000000.0,2987000000.0,17770000000.0,,,-1753000000.0,24581000000.0,24581000000.0,0.253333,,,339000000.0,,5210000000.0,21594000000.0,,6234000000.0,6234000000.0,1143000000.0,-247000000.0,813000000.0,,,1288776000.0,331000000.0,,2240000000.0,-86000000.0,1143000000.0,1438000000.0,637000000.0,,219000000.0,,,14453000000.0,0.263333,-4030000000.0,,-77000000.0,574000000.0,1283000000.0,,6811000000.0,67000000.0,,146000000.0,-1240000000.0,,219000000.0,730000000.0,67000000.0,,-188000000.0,859000000.0,859000000.0,,5979000000.0,165000000.0,,947000000.0,,,859000000.0,1446000000.0,859000000.0,-2000000.0,879000000.0,112000000.0,14453000000.0,1084000000.0,3317000000.0,-22000000.0,102000000.0,,,,,574000000.0,,1075000000.0,,-220000000.0,22000000.0,1075000000.0,-3300000000.0,19945000000.0,17770000000.0,,285000000.0,-18000000.0,859000000.0,1350180000.0,859000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,288000000.0,,,1292136000.0,,,,,,,,,,-14000000.0,,,,305000000.0,1111000000.0,939000000.0,,,84000000.0,1906000000.0,,,,-154000000.0,,217000000.0,522000000.0,,,7488000000.0,,,,,,,998000000.0,,,84000000.0,,19882000000.0,-112000000.0,-6082000000.0,,,,,,,,-586000000.0,,0.426667,,5768000000.0,0.0,,,,238000000.0,8000000.0,,,,,,309000000.0,-1277000000.0,-164000000.0,,25964000000.0,3062000000.0,,,2108000000.0,3579000000.0,,,,-795000000.0,25092000000.0,,,,,,,,21513000000.0,,6208000000.0,,,,393000000.0,,,,188000000.0,,2254000000.0,,1163000000.0,997000000.0,,,209000000.0,,,14542000000.0,,,1357476000.0,,577000000.0,856000000.0,,,579000000.0,,154000000.0,,,,,579000000.0,,43000000.0,,1823000000.0,,6080000000.0,190000000.0,,230000000.0,,,1823000000.0,,1823000000.0,,,114000000.0,,915000000.0,,-22000000.0,-1093000000.0,,,,,,0.448333,1054000000.0,,,41000000.0,,,,17604000000.0,,-968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,252000000.0,,,1298508000.0,,,,,,,,,,55000000.0,,,,1374000000.0,1197000000.0,885000000.0,,,-68000000.0,1689000000.0,,,,-190000000.0,,217000000.0,1823000000.0,,,7617000000.0,,,,,,,3000000.0,,,-6000000.0,,19881000000.0,-1101000000.0,-6240000000.0,,,,,,,,-283000000.0,,0.121667,,5912000000.0,-230000000.0,,,,159000000.0,-59000000.0,,,,,,20000000.0,-214000000.0,-1109000000.0,,26121000000.0,2509000000.0,,,2166000000.0,2204000000.0,,,,-492000000.0,23750000000.0,,,,,,,,21546000000.0,,5399000000.0,,,,368000000.0,,,,-409000000.0,,2219000000.0,,1123000000.0,969000000.0,,,209000000.0,,,13624000000.0,,,1364718000.0,,583000000.0,853000000.0,,,165000000.0,,165000000.0,,,,,165000000.0,,680000000.0,,301000000.0,,6006000000.0,196000000.0,,-354000000.0,,,513000000.0,,513000000.0,,,110000000.0,,621000000.0,,-22000000.0,-483000000.0,,,,,,0.126667,1082000000.0,,,14000000.0,,,,16133000000.0,,-194000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,-351000000.0,,,1300230000.0,,,,,,,,,,-115000000.0,,,,371000000.0,1154000000.0,930000000.0,,,46000000.0,1905000000.0,,,,-206000000.0,,217000000.0,301000000.0,,,7762000000.0,,,,,,,23000000.0,,,100000000.0,,19975000000.0,-26000000.0,-6300000000.0,,,,,,,,-544000000.0,,0.12,,6053000000.0,13000000.0,,,,264000000.0,-81000000.0,,,,,,449000000.0,-343000000.0,-56000000.0,,26275000000.0,3140000000.0,,,2125000000.0,2447000000.0,,,,-751000000.0,24021000000.0,,,,,,,,21574000000.0,,5058000000.0,,,,406000000.0,590000000.0,,,-23000000.0,,2050000000.0,,1274000000.0,971000000.0,,,202000000.0,,,13119000000.0,,,1370538000.0,,603000000.0,860000000.0,,,164000000.0,,164000000.0,,,,,164000000.0,,-416000000.0,,278000000.0,,6011000000.0,203000000.0,,11000000.0,,,1180000000.0,,590000000.0,,,100000000.0,,950000000.0,,-21000000.0,-465000000.0,,,,,,0.125,996000000.0,,,-11000000.0,,,,16259000000.0,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,144000000.0,-213000000.0,,,-44000000.0,,522000000.0,,2372000000.0,,2124000000.0,26538000000.0,423000000.0,30000000.0,,1145000000.0,-46000000.0,584000000.0,1173000000.0,954000000.0,,3439000000.0,-8000000.0,1989000000.0,21860000000.0,-1283000000.0,,-277000000.0,,218000000.0,278000000.0,-245000000.0,,7954000000.0,,-2244000000.0,,421000000.0,,-1287000000.0,43000000.0,199000000.0,,138000000.0,937000000.0,20163000000.0,-44000000.0,-6375000000.0,144000000.0,3991000000.0,8618000000.0,,,218000000.0,,-603000000.0,83000000.0,,6082000000.0,6262000000.0,-65000000.0,-1134000000.0,-6375000000.0,4627000000.0,375000000.0,86000000.0,,-282000000.0,7489000000.0,,720000000.0,332000000.0,-410000000.0,42000000.0,,26538000000.0,2979000000.0,,,2219000000.0,2372000000.0,16278000000.0,,,-816000000.0,24232000000.0,24232000000.0,0.84,,,1145000000.0,,6262000000.0,21860000000.0,,5093000000.0,5093000000.0,1202000000.0,-2601000000.0,421000000.0,293000000.0,,1298550000.0,31000000.0,,2124000000.0,-93000000.0,1202000000.0,1046000000.0,1036000000.0,,213000000.0,2634000000.0,,13299000000.0,0.881667,-2862000000.0,,,603000000.0,878000000.0,,7954000000.0,237000000.0,,237000000.0,-36000000.0,,316000000.0,833000000.0,237000000.0,,-343000000.0,309000000.0,309000000.0,,6082000000.0,199000000.0,,100000000.0,,,602000000.0,1110000000.0,309000000.0,54000000.0,954000000.0,99000000.0,13299000000.0,937000000.0,2979000000.0,-28000000.0,-560000000.0,,293000000.0,,,603000000.0,,1094000000.0,,-277000000.0,39000000.0,1094000000.0,-2029000000.0,20163000000.0,16278000000.0,,-78000000.0,1067000000.0,309000000.0,1368144000.0,602000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,107000000.0,,,1318086000.0,,,,,,,,,,-70000000.0,,,,378000000.0,1229000000.0,965000000.0,,,42000000.0,2033000000.0,,,,-297000000.0,,222000000.0,309000000.0,,,8275000000.0,,,,,,,-15000000.0,,,150000000.0,,20285000000.0,-71000000.0,-6565000000.0,,,,129000000.0,,,,-592000000.0,,0.176667,,6479000000.0,-138000000.0,,,,395000000.0,26000000.0,,,,,,445000000.0,-367000000.0,42000000.0,,26850000000.0,2954000000.0,,,2331000000.0,2447000000.0,,,,-804000000.0,24419000000.0,,,,,,,,21972000000.0,,5045000000.0,,,,403000000.0,337000000.0,,,67000000.0,,2064000000.0,,1202000000.0,1102000000.0,,,212000000.0,,,13190000000.0,,,1393092000.0,,607000000.0,918000000.0,,,245000000.0,,245000000.0,,,,,245000000.0,,-420000000.0,,376000000.0,,6081000000.0,208000000.0,,-3000000.0,,,713000000.0,,376000000.0,,,98000000.0,,916000000.0,,-29000000.0,-416000000.0,,,,,,0.186667,1080000000.0,,,8000000.0,,,,16144000000.0,,78000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,66000000.0,,,1331448000.0,,,,,,,,,,7000000.0,,,,340000000.0,1428000000.0,917000000.0,,,-40000000.0,1801000000.0,,,,-308000000.0,,222000000.0,376000000.0,,,8603000000.0,,,,,,,115000000.0,,,169000000.0,,20557000000.0,-72000000.0,-6672000000.0,,,,95000000.0,,,,-155000000.0,,0.276667,,6841000000.0,-19000000.0,,,,559000000.0,-20000000.0,,,,,,409000000.0,-512000000.0,-63000000.0,,27229000000.0,3260000000.0,,,2421000000.0,2395000000.0,,,,-373000000.0,24598000000.0,,,,,,,,22203000000.0,,4567000000.0,,,,395000000.0,362000000.0,,,-56000000.0,,2089000000.0,,1204000000.0,993000000.0,,,218000000.0,,,12735000000.0,,,1410618000.0,,609000000.0,618000000.0,,,390000000.0,,390000000.0,,,,,390000000.0,,-402000000.0,,320000000.0,,6079000000.0,202000000.0,,11000000.0,,,682000000.0,,320000000.0,,,98000000.0,,1378000000.0,,-28000000.0,-345000000.0,,,,,,0.293333,1037000000.0,,,31000000.0,,,,15995000000.0,,-103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,153000000.0,,,1320264000.0,,,,,,,,,,-70000000.0,-273000000.0,,,354000000.0,1287000000.0,971000000.0,,,49000000.0,2067000000.0,,,,-308000000.0,,435000000.0,320000000.0,,,8643000000.0,,,,,,,21000000.0,,,89000000.0,,20646000000.0,-356000000.0,-6660000000.0,,,,13000000.0,,,,-562000000.0,,0.236667,,7125000000.0,-33000000.0,,,,417000000.0,40000000.0,,,,,,513000000.0,-325000000.0,-233000000.0,,27306000000.0,3013000000.0,,,2418000000.0,2538000000.0,,,,-780000000.0,24872000000.0,,,,,,,,22334000000.0,,4937000000.0,,,,363000000.0,272000000.0,,,68000000.0,,2140000000.0,,1275000000.0,1131000000.0,,,218000000.0,,,13216000000.0,,,1396923000.0,,612000000.0,860000000.0,,,328000000.0,,328000000.0,,,,,328000000.0,,-212000000.0,,388000000.0,,6139000000.0,197000000.0,,25000000.0,,,660000000.0,,388000000.0,,,97000000.0,,1070000000.0,,-44000000.0,-262000000.0,,,,,,0.25,1076000000.0,,,7000000.0,,,,16229000000.0,,188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
